id,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
437,SEALIP/TH/NKH/11,Early Iron Age,500 - 400 BC,Nil Kham Haeng,100.653884°,14.952780°,cemetery/settlement/copper smelting,,Thailand,Cu ingot,0.0001,0.0050,0.0830,0.0001,0.0001,0.1090,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0100,0.1130,0.0001,0.0001,0.0001,99.0120,0.2360,0.0850,0.3200,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
438,SEALIP/TH/NKH/12,Early Iron Age,500 - 400 BC,Nil Kham Haeng,100.653884°,14.952780°,cemetery/settlement/copper smelting,,Thailand,Cu ingot,0.0001,0.0001,0.0500,0.0001,0.0001,0.1400,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0090,0.0880,0.0001,0.0001,0.0001,97.8650,0.1650,0.0690,1.5800,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
439,SEALIP/TH/NKH/13,Early Iron Age,500 - 400 BC,Nil Kham Haeng,100.653884°,14.952780°,cemetery/settlement/copper smelting,,Thailand,Cu ingot,0.0001,0.0001,0.0570,0.0001,0.0001,0.0710,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0180,0.0270,0.0001,0.0001,0.0001,99.6880,0.1390,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
440,SEALIP/TH/NN/1,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,bangle,0.0001,0.0001,20.6353,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,78.7487,0.0001,0.0001,0.0343,0.0001,0.0230,0.0001,0.1570,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
441,SEALIP/TH/NN/2,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,pendant,0.0001,0.0001,8.4967,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,90.7850,0.0001,0.0001,0.3970,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
442,SEALIP/TH/NN/3,Late Bronze Age,700 - 500 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,pendant,0.0001,0.0001,14.4873,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0683,0.0001,0.0001,0.0001,0.0001,0.0001,84.3657,0.0001,0.0001,0.4510,0.0001,0.0793,0.0001,0.1383,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
443,SEALIP/TH/NN/4,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,tin spiral bangle,0.0001,0.0001,99.0197,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0620,0.0001,0.0001,0.0001,0.0001,0.4510,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
444,SEALIP/TH/NN/5,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,tin spiral bangle,0.0001,0.0001,98.6507,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2190,0.0001,0.0001,0.0001,0.0001,0.0001,0.1433,0.0001,0.0001,0.3557,0.1090,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
445,SEALIP/TH/NN/6,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,pendant/bell,0.0001,0.0001,23.6030,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,75.7150,0.0001,0.0001,0.0847,0.0001,0.0257,0.0001,0.1417,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
446,SEALIP/TH/NN/7,Late Bronze Age - Early Iron Age,700 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,,0.0001,0.2100,35.1840,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1530,10.2517,0.0001,0.0001,0.0001,0.0001,0.0001,53.0107,0.0001,0.0001,0.2290,0.0001,0.0853,0.0001,0.2367,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
447,SEALIP/TH/NN/8,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,copper arrowhead,0.0001,0.0001,0.0333,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1713,0.0001,0.0001,0.0001,0.0001,0.0001,99.1627,0.0001,0.0001,0.1880,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
448,SEALIP/TH/NN/9,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,copper arrowhead,0.0001,0.2197,0.1157,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.1820,0.0001,0.0001,0.0001,0.0001,0.0001,97.8020,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
449,SEALIP/TH/NN/10,Late Bronze Age,700 - 500 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,bangle,0.0001,0.0001,19.8277,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3253,0.0001,0.0001,0.0001,0.0001,0.0001,79.2093,0.0001,0.0001,0.0001,0.0001,0.1183,0.0187,0.1503,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
450,SEALIP/TH/NN/11,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,bangle,0.0001,0.0001,17.7003,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0117,0.0001,0.0001,0.0001,0.0001,81.7257,0.0001,0.0001,0.0001,0.0001,0.0001,0.0227,0.1073,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
451,SEALIP/TH/NN/12,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,strip,0.0001,0.0001,1.4033,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0943,0.0001,0.0001,0.0001,0.0001,0.0001,97.9310,0.0001,0.0001,0.0001,0.0001,0.1400,0.0110,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
452,SEALIP/TH/NN/13,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,bangle,0.0001,0.0001,5.7357,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0253,0.0001,0.0001,0.0001,0.0001,0.0001,93.6050,0.0001,0.0001,0.2747,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
453,SEALIP/TH/NN/14,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,bangle,0.0001,0.0001,11.1073,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0087,0.0001,0.0001,0.0001,0.0001,87.8250,0.0001,0.0001,0.1660,0.0001,0.0001,0.0001,0.0467,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
454,SEALIP/TH/NN/15,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,bangle,0.0001,0.0001,21.1573,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0100,0.0001,0.0001,0.0001,0.0001,78.1750,0.0001,0.0001,0.0001,0.0001,0.0577,0.0001,0.1723,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
455,SEALIP/TH/NN/16,Late Bronze Age,700 - 500 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,bangle,0.0001,0.0001,21.7203,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0577,0.0001,0.0510,0.0001,0.0001,0.0001,0.0001,77.0160,0.0001,0.0001,0.2870,0.0001,0.0627,0.0193,0.1263,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
456,SEALIP/TH/NN/17,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,,Thailand,bangle,0.0001,0.0001,98.9827,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0453,0.0001,0.0001,0.0001,0.0001,0.0001,0.0857,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
457,SEALIP/TH/NNT/1,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,11.4573,0.0001,0.0001,0.0001,0.0001,0.0117,0.0097,0.0063,0.0393,0.0001,0.0001,0.0663,0.0001,0.0001,0.0001,85.1027,0.0001,0.0001,0.3590,0.0001,0.0001,0.0001,0.0001,0.0001,0.1500,0.0001,0.2603,2.5330,0.0001,pXRF,,
458,SEALIP/TH/NNT/2,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,15.0380,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0217,0.0001,0.0893,0.0001,0.0001,0.0353,83.9673,0.1327,0.0047,0.2190,0.0001,0.0001,0.0001,0.0523,0.0001,0.3813,0.0001,0.0001,0.0001,0.0001,pXRF,,
459,SEALIP/TH/NNT/3,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,10.2760,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0103,0.0001,0.0347,0.0001,0.0001,0.0001,89.6133,0.0001,0.0001,0.0040,0.0001,0.0001,0.0001,0.0537,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
460,SEALIP/TH/NNT/4,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0084,14.9675,0.0001,0.0001,0.0001,0.0001,0.0215,0.0063,0.0014,0.0019,0.0141,0.0001,0.0290,0.0001,0.0001,0.0001,84.3359,0.0733,0.0001,0.1960,0.0083,0.0405,0.0001,0.1780,0.0006,0.0893,0.0001,0.0001,0.0001,0.0006,pXRF,,
461,SEALIP/TH/NNT/5,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,14.0097,0.0430,0.0001,0.0001,0.0001,0.1303,0.0001,0.0013,0.0001,2.6700,0.0001,0.0001,0.0001,0.0001,0.0001,80.8467,0.0001,0.0001,0.2733,0.0001,0.0703,0.0001,0.1803,0.0001,0.0001,0.0001,0.8647,0.8653,0.0001,pXRF,,
462,SEALIP/TH/NNT/6,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,23.3550,0.0001,0.0001,0.0001,0.0001,0.0170,0.0143,0.0127,0.0001,0.0001,0.0001,0.0360,0.0001,0.0001,0.0001,71.7107,0.0001,0.0001,0.6297,0.0001,0.0001,0.0001,0.0001,0.0001,0.1740,0.0001,1.4987,2.5497,0.0001,pXRF,,
463,SEALIP/TH/NNT/7,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.7523,9.2597,0.0001,0.0001,0.0001,0.0001,0.0033,0.0040,0.0107,0.0480,3.9820,0.0001,0.2390,0.0001,0.0001,0.0001,81.8430,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1193,3.6997,0.0001,pXRF,,
464,SEALIP/TH/NNT/8,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,9.1873,0.0623,0.0001,0.0001,0.0001,0.0053,0.0001,0.0057,0.0001,0.0001,0.0001,0.0100,0.0001,0.0001,0.0001,86.9963,0.0373,0.0001,0.1140,0.0001,0.0001,0.0001,0.0001,0.0001,0.0847,0.0001,0.8667,2.5983,0.0001,pXRF,,
465,SEALIP/TH/NNT/9,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,8.1293,0.0001,0.0001,0.0001,0.0001,0.0427,0.0370,0.0310,0.0001,1.6393,0.0001,0.2563,0.0001,0.0001,0.0001,89.3513,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5107,0.0007,pXRF,,
466,SEALIP/TH/NNT/10,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0135,4.7790,0.0340,0.0001,0.0001,0.0001,0.0780,0.0020,0.0345,0.1715,1.7280,0.0001,1.1030,0.0001,0.0001,0.0265,64.4935,0.0390,0.0001,1.5065,0.0475,0.0590,0.1705,0.4630,1.4040,0.0001,0.0001,0.8530,22.9630,0.0001,pXRF,,
467,SEALIP/TH/NNT/11,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0320,12.3563,0.0001,0.0040,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.1300,0.0001,0.0617,0.0083,0.0001,0.0001,85.8960,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1390,0.0001,0.0001,0.0001,0.0001,0.3383,0.0001,pXRF,,
468,SEALIP/TH/NNT/12,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,17.0640,0.0001,0.0001,0.0001,0.0001,0.0140,0.0083,0.0063,0.1173,0.5660,0.0001,0.8057,0.0001,0.0001,0.0001,81.4127,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
469,SEALIP/TH/NNT/13,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,6.7760,0.0001,0.0001,0.0001,0.0001,0.0917,0.0757,0.0220,0.0001,1.4737,0.0001,0.0001,0.0001,0.0001,0.0001,90.4537,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0737,0.0001,0.0020,pXRF,,
470,SEALIP/TH/NNT/14,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,,Thailand,,0.0001,0.0001,5.0310,0.0001,0.0001,0.0001,0.0001,0.0097,0.0030,0.0001,0.0001,0.0001,0.0233,0.0100,0.0001,0.0001,0.0001,83.1470,0.1177,0.0001,0.1677,0.0001,0.0001,0.0001,0.0001,0.0001,0.4677,0.0001,1.3423,9.6673,0.0001,pXRF,,
471,SEALIP/TH/NPW/11,Early Bronze Age,1300-1100 BC,Non Pa Wai,100.677893°,14.970612°,cemetery/settlement/copper smelting,,Thailand,Cu axe,0.0001,0.0001,1.4400,0.0001,0.0001,0.0380,0.0001,0.0001,0.0001,0.0001,0.0001,0.0690,0.0070,0.0001,0.0001,0.0001,0.0001,98.0860,0.0510,0.0490,0.2600,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
472,SEALIP/TH/NUL/1,Early Iron Age,300-200 BC,Noen U Loke,102.256264, 15.260878,cemetery,,Thailand,,0.0001,0.1973,34.7923,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1730,0.0001,0.0001,0.0001,0.0001,0.0001,64.1667,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2183,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
473,SEALIP/TH/PKTL/1,Early Iron Age,400 - 200 BC,Phu Khao Thong Langsuan, 99.082367,  9.914160,cave burial,,Thailand,knobbed bronze bowl,0.0001,0.0001,10.0043,0.0280,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0110,0.0170,0.0060,0.0001,0.0001,0.0690,89.7113,0.0160,0.0001,0.0393,0.0001,0.0001,0.0001,0.0827,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,Corroded,
474,SEALIP/TH/PKTL/2,Early Iron Age,400 - 200 BC,Phu Khao Thong Langsuan, 99.082367,  9.914160,cave burial,,Thailand,bronze bowl,0.0001,0.0001,25.4460,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0103,0.0001,0.0001,0.0710,74.0773,0.0001,0.0001,0.0760,0.0001,0.0001,0.0001,0.0001,0.0001,0.3143,0.0001,0.0001,0.0001,0.0001,pXRF,Corroded,
475,SEALIP/TH/PKTL/3,Early Iron Age,400 - 200 BC,Phu Khao Thong Langsuan, 99.082367,  9.914160,cave burial,,Thailand,decorated lid,0.0001,0.0001,16.1017,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.2813,0.0001,0.0001,0.0001,0.0001,0.0001,74.8163,0.0001,0.0001,0.0410,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.5153,0.0001,pXRF,,
476,SEALIP/TH/PL/9,Bronze-Early-Mid Iron Age,1000 - 0 BC,Phu Lon,102.140552°,18.204171°,copper mining/smelting,,Thailand,Cu/Br drip,0.0001,0.0160,7.1000,0.0001,0.0001,0.0850,0.0001,0.0001,0.0001,0.0001,0.0600,19.7000,0.0001,0.0001,0.0001,0.0001,0.0001,72.8370,0.1680,0.0340,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
477,SEALIP/TH/PL/10,Bronze-Early-Mid Iron Age,1000 - 0 BC,Phu Lon,102.140552°,18.204171°,copper mining/smelting,,Thailand,Br axe,0.0001,0.0210,10.3000,0.0001,0.0001,0.0540,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0400,0.0690,0.0001,0.0001,0.0001,87.6180,0.0180,0.0240,1.7800,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
478,SEALIP/TH/PTT/1,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,,Thailand,ring ,0.0001,0.0001,22.1730,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0070,0.0001,0.8690,0.0001,0.0563,0.0001,0.0001,0.0001,72.0047,0.0001,0.0001,1.2867,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1410,3.4547,0.0001,pXRF,,
479,SEALIP/TH/PTT/2,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,,Thailand,ring,0.0001,0.0001,13.6110,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0197,0.0001,0.7557,0.0001,0.0413,0.0001,0.1090,0.5163,56.1227,0.0001,0.0001,6.0990,0.0001,0.0001,0.0001,0.0001,1.8315,0.0001,0.0001,0.3787,20.7767,0.0001,pXRF,,
480,SEALIP/TH/PTT/3,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,,Thailand,ring,33.9000,0.0001,35.3833,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.7400,0.0001,0.0867,0.0001,0.0001,0.0001,27.4100,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,SEM-EDS,corroded,
481,SEALIP/TH/PTT/4,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,,Thailand,ring,0.0001,0.0001,33.4410,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0203,0.0001,0.0001,0.0343,0.0001,0.0001,63.9680,0.0001,0.0001,0.6497,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0425,0.8177,0.0001,pXRF,Corroded,
482,SEALIP/TH/PTT/5,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,,Thailand,ring,0.0001,0.0283,18.4297,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0053,0.0001,5.7173,0.0001,0.1657,0.0001,0.0001,0.0001,75.0450,0.0250,0.0001,0.3280,0.0001,0.0717,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
483,SEALIP/TH/PTT/6,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,,Thailand,ring,0.0001,0.0001,17.5783,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0055,0.0355,4.9517,0.0001,0.1910,0.0645,0.0001,0.0001,75.6890,0.0001,0.0001,0.9307,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4570,0.0001,pXRF,,
484,SEALIP/TH/PTT/7,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,,Thailand,lead strip,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,99.6330,0.0001,0.0001,0.0001,0.0001,0.0001,0.1170,0.0001,0.0001,0.0001,0.0001,0.0001,0.1440,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
485,SEALIP/TH/SCP/1,Iron Age,400 BC - AD 300,Sap Champa,101.240427,15.052521,,,Thailand,animal figurine,0.0001,0.0001,19.5003,0.0265,0.0001,0.0001,0.0001,0.0001,0.0001,0.0043,0.0001,3.2473,0.0001,0.0001,0.0337,0.0001,0.0001,72.5487,0.0001,0.0001,0.2367,0.0001,0.0420,0.0001,0.0001,1.0410,0.0001,0.0001,0.0001,3.8133,0.0001,pXRF,Corroded,
486,SEALIP/TH/SCP/2,Iron Age,400 BC - AD 300,Sap Champa,101.240427,15.052521,,,Thailand,bangle,0.0001,0.0001,15.7317,0.0001,0.0001,0.0001,0.0001,0.0090,0.0080,0.0140,0.0340,3.6563,0.0001,0.1553,0.0443,0.0001,0.0001,73.2393,0.0001,0.0001,0.7323,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0327,0.0001,pXRF,,
487,SEALIP/TH/SCP/3,Iron Age,400 BC - AD 300,Sap Champa,101.240427,15.052521,,,Thailand,socketed axe,0.0001,0.0001,4.5840,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0350,0.0140,0.0277,0.0001,0.0001,0.0001,95.1737,0.0190,0.0001,0.1557,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
488,SEALIP/TH/TC/1,Early-Mid Iron Age,400 - 100 BC,Tham Cheng, 99.214215, 10.237223,,,Thailand,vessel (rim sample),0.0001,0.0001,1.2000,0.0001,0.0001,0.0072,0.0001,0.0001,0.0001,0.0001,0.0001,0.0071,0.0001,0.0106,0.0001,0.0001,0.0001,86.0000,0.1701,0.0427,0.8543,0.0001,0.0001,0.0005,0.0001,0.0388,0.0001,0.0001,0.0001,0.2700,0.0001,,,
489,SEALIP/TH/TK/1,,,Tha Kae,100.619445, 14.843889,,Lopburi,Thailand,-,0.0001,0.4520,0.1677,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0207,0.1613,0.0001,0.2435,0.0420,0.0001,0.0001,98.0215,0.0415,0.0001,0.0305,0.0001,0.0001,0.0001,0.0001,0.0001,0.7310,0.0001,0.0960,2.5320,0.0001,pXRF,,
490,SEALIP/TH/TTT/1,Early-Mid Iron Age,400 - 100 BC,Tham Tha Thun, 98.957409, 10.348570,,,Thailand,bronze vessel,0.0001,0.0119,5.3000,0.0001,0.0001,0.0256,0.0001,0.0001,0.0001,0.0001,0.0010,0.0491,0.0001,0.0419,0.0001,0.0001,0.0001,73.0000,0.0092,0.0015,0.0299,0.0001,0.0001,0.0001,0.0018,0.0597,0.0001,0.0001,0.0001,0.6300,0.0001,,,
491,SEALIP/VN/CT/1,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319°,20.210976°,,,Vietnam,small bowl with raised and incised knob,0.0001,0.4544,25.3472,0.0001,0.0001,0.1605,0.0001,0.0001,0.0001,0.0001,0.2987,23.3127,0.0177,1.6755,0.0001,0.0001,2.3984,45.7475,0.1144,0.0338,0.4391,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
492,SEALIP/VN/CT/2,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319°,20.210976°,,,Vietnam,large bowl with single incised interior rim. slightly raised knob and triple incised exterior rim,0.0001,0.0329,17.4588,0.0001,0.0001,0.0199,0.0001,0.0001,0.0001,0.0001,0.1230,2.6024,0.0001,0.0001,0.0001,0.0001,0.8816,78.8256,0.0501,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
493,SEALIP/VN/CT/3,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319°,20.210976°,,,Vietnam,medium bowl with double incised interior rim and no exterior incision,0.0001,0.1053,6.3786,0.0001,0.0001,0.1843,0.0001,0.0001,0.0001,0.0001,0.1468,12.9612,0.0001,1.5543,0.0001,0.0001,0.4128,78.1565,0.0957,0.0130,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
494,SEALIP/VN/CT/4,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319°,20.210976°,,,Vietnam,large bowl with triple exterior incision,0.0001,0.2765,11.1137,0.0001,0.0001,0.1326,0.0001,0.0001,0.0001,0.0001,0.1674,19.2736,0.0001,0.5134,0.0001,0.0001,0.3566,67.8523,0.1056,0.0177,0.1786,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
