LABEL analytical,local/regional cultural attribution (can vary a lot!),Absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,208Pb/206Pb,207Pb/206Pb,208Pb/204Pb,207Pb/204Pb,206Pb/204Pb
SEALIP/LA/PBL/11,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10476215422794,0.855202521857382,38.7165331116679,15.7310808612343,18.3946321230122
SEALIP/LA/PBL/12,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10482030655504,0.85543245655749,38.701306840256,15.7273434340989,18.3874489368405
SEALIP/LA/PBL/13,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10506278520916,0.85532215966227,38.716229514574,15.7305456188975,18.3917500501205
SEALIP/LA/PBL/14,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10567941709442,0.855210991425462,38.7473559803561,15.7354195252009,18.4011787878591
SEALIP/LA/PBL/15,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10331589722554,0.854415473480722,38.7510857466118,15.7394664304716,18.4214375255642
SEALIP/LA/PBL/16,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10428,0.85441,38.759,15.738,18.418
SEALIP/LA/PBL/17,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Chisel,2.0957,0.84332,39.155,15.756,18.683
SEALIP/LA/PBL/18,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10502803035096,0.854956654485327,38.7300946405858,15.7292038571977,18.4007398684988
SEALIP/LA/PBL/19,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10048295561869,0.85331843447007,38.7124649468064,15.7245828122545,18.4298237288424
SEALIP/LA/PBL/20,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10034589821769,0.853274318430593,38.7081175962007,15.7254001625229,18.428439098128
SEALIP/LA/PBL/21,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10061454285237,0.853413899450043,38.7238206349327,15.7295806197352,18.4343302626983
SEALIP/LA/PBL/22,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.10292,0.85366,38.767,15.737,18.435
SEALIP/LA/PBL/23,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Hair pin,2.10721630176857,0.856975054664782,38.6657804463901,15.7231120554467,18.3487267213656
SEALIP/LA/PBL/24,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.10557242849439,0.854904228008798,38.7700521282819,15.7374570048517,18.4120877623569
SEALIP/LA/PBL/25,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.10649621842896,0.855551059462222,38.7426903262685,15.7330129104354,18.3911283150077
SEALIP/LA/PBL/26,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.10658352269779,0.856165826326848,38.7121145566458,15.7322213235836,18.3767769629833
SEALIP/LA/PBL/27,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Rod Fragment,2.10746083228725,0.85720856448819,38.6695492239748,15.7262233488135,18.3472749645165
SEALIP/LA/PBL/28,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Adze,2.09834470368293,0.849521076491496,38.9161018181201,15.7569307212994,18.5479819391099
SEALIP/LA/PBL/29,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.10728690098008,0.856605016667395,38.6965994241305,15.728851944528,18.3636799581876
SEALIP/LA/PBL/30,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.10710830123799,0.856612367789416,38.6986077859471,15.7302494807307,18.3646033768456
SEALIP/LA/PBL/31,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Spearhead,2.1052436350939,0.854608826620184,38.7376118427126,15.7232939245067,18.3990803109296
SEALIP/LA/PBL/32,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10684978476794,0.856259960134681,38.7292996871306,15.7351028643893,18.3819025968368
SEALIP/LA/PBL/33,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10611306298351,0.855220730125727,38.7610057700019,15.7386947909466,18.4040426791551
SEALIP/LA/PBL/34,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10608673299432,0.856005048202108,38.7137601728904,15.7326966987233,18.3816575386636
SEALIP/LA/PBL/35,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10696611382816,0.855990452729371,38.7415013631998,15.7383745851905,18.388025686736
SEALIP/LA/PBL/36,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.1060302586015,0.855391845244919,38.7510727341499,15.739675553391,18.3994704542786
SEALIP/LA/PBL/37,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10605154932704,0.855253052917369,38.750128606455,15.7383945924806,18.4030549889318
SEALIP/LA/PBL/38,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.10346007785278,0.854252762119699,38.7422629608932,15.7308027812157,18.4170539412557
SEALIP/LA/PBL/39,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10685335443218,0.855606618127761,38.7565921705702,15.7425669234592,18.3950075234821
SEALIP/LA/PBL/40,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.10659359182671,0.855787714156195,38.7398205908717,15.7404607980909,18.3939019288007
SEALIP/LA/PBL/41,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,fragment,2.10389649621723,0.851929474328017,38.8764963911105,15.7430462568788,18.478028712681
SEALIP/LA/PBL/42,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Conical ingot,2.10966918670057,0.857371631787106,38.6758744780949,15.7166946856943,18.3329932568416
SEALIP/LA/PBL/43,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,fragment,2.10288829286043,0.851959818791828,38.8734617324831,15.748982102421,18.4843591907491
SEALIP/LA/PBL/44,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.1041118782763,0.854393509062804,38.6957476317637,15.710075167833,18.3906392088633
SEALIP/LA/PBL/45,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.09713279348064,0.848644613381054,38.9232236613293,15.7508603815307,18.5612377244775
SEALIP/LA/PBL/46,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Knife,2.10196840709525,0.851303140868112,38.876481904279,15.7470427601074,18.4980502984983
SEALIP/LA/PBL/47,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.08733771457381,0.846671426381334,38.8142475048235,15.7518605881001,18.5969106227835
SEALIP/LA/TNN/1,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Slag,2.1089,0.85676,38.688,15.717,18.345
SEALIP/LA/TNN/2,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Slag,2.1097,0.8582,38.589,15.697,18.291
SEALIP/LA/TNN/3,Early Iron Age,400 - 100 BC,Thong Na Nguak,106.000893,16.971067,,Savannakhet Province,Laos,Conical ingot,2.107700,0.857140,38.636000,15.712000,18.331000
SEALIP/LA/TNN/4,Early Iron Age,400 - 100 BC,Thong Na Nguak,106.000893,16.971067,,Savannakhet Province,Laos,Conical ingot,2.11013034297658,0.857580146162299,38.6876878579112,15.7224683190777,18.3358742167358
SEALIP/LA/VC/1,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,pseudo ge,2.09694,0.84749,38.918,15.728,18.56
SEALIP/LA/VC/2,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,pseudo ge,2.09846877570168,0.850534585624375,38.7625392260965,15.7204205559668,18.4744377693902
SEALIP/LA/VC/3,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,pseudo ge,2.10505389809717,0.853590738021696,38.7920075572314,15.7361605962562,18.4301615246862
SEALIP/LA/VC/4,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,top ingot,2.10814,0.85769,38.626,15.715,18.323
SEALIP/LA/VC/5,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,middle ingot,2.10743356767661,0.857349269015883,38.6096766750567,15.7059854965249,18.3208097473047
SEALIP/LA/VC/6,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,bottom ingot,2.10736078975646,0.857259520711783,38.6250371600933,15.7108539642255,18.3286058376292
SEALIP/LA/VC/7,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,top ingot,2.10813668878442,0.857875080028637,38.6104532521075,15.7085655509044,18.3148488542685
SEALIP/LA/VC/8,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,bottom ingot,2.10787204472738,0.857402383178038,38.6649880210218,15.7275010296816,18.3429630408378
SEALIP/LA/VC/9,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,anklet bell,2.11861814145614,0.853924419097015,38.9294899160801,15.691351457854,18.3734586646465
SEALIP/LA/VC/10,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,anklet bell,2.11356910934955,0.851748452951875,38.9582175818432,15.700569032195,18.4320691517953
SEALIP/LA/VC/11,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,anklet bell,2.11959045852634,0.854456293444255,38.9167378793894,15.6862113396476,18.3614974930507
SEALIP/LA/VC/12,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,drum,2.10136835879163,0.849194441506232,38.9355767938416,15.7323499866676,18.5291649855405
SEALIP/LA/VC/13,Iron Age (villager finds),400 BC - AD 300,Vilabouly Complex,105.949639,16.972217,villagers' collections,Savannakhet Province,Laos,massive drum,2.09418609379219,0.844326467057251,39.0332311058776,15.7360370000057,18.6373288178202
SEALIP/LA/PBL/1,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Slag,2.1039,0.85626,38.569,15.697,18.332
SEALIP/LA/PBL/2,Early Iron Age,401 - 100 BC,Puen Baolo,105.925632, 16.951143,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Slag,2.1102,0.85857,38.688,15.741,18.334
SEALIP/LA/PBL/3,Early Iron Age,402 - 100 BC,Puen Baolo,105.925633, 16.951144,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Slag,2.1024,0.85412,38.695,15.72,18.405
SEALIP/LA/PBL/4,Early Iron Age,403 - 100 BC,Puen Baolo,105.925634, 16.951145,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Slag,2.1048,0.85572,38.671,15.722,18.373
SEALIP/LA/PBL/5,Early Iron Age,404 - 100 BC,Puen Baolo,105.925635, 16.951146,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Slag,2.1067,0.85669,38.654,15.719,18.348
SEALIP/LA/PBL/6,Early Iron Age,405 - 100 BC,Puen Baolo,105.925636, 16.951147,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Slag,2.1095,0.8583,38.678,15.737,18.335
SEALIP/LA/PBL/7,Early Iron Age,406 - 100 BC,Puen Baolo,105.925637, 16.951148,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Slag,2.105,0.85584,38.679,15.726,18.375
SEALIP/MY/HL28/1,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle,2.08886937288537,0.841481869563554,38.6428047380107,15.569123336067,18.500841761344
SEALIP/MY/HL28/2,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle,2.09620,0.84724,38.634,15.616,18.430
SEALIP/MY/HL28/3,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle,2.08788,0.83994,38.811,15.614,18.589
SEALIP/MY/HL28/4,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle multi,2.08785938627331,0.839879541184506,38.8258644608006,15.6179454737765,18.5955598011267
SEALIP/MY/HL28/5,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle multi,2.08775701655198,0.840048937189297,38.8093380011836,15.6162541980627,18.5892630468914
SEALIP/MY/HL28/6,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle multi,2.08818040491068,0.840476140806537,38.7986981167148,15.6182597108026,18.5800260065586
SEALIP/MY/HL28/7,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle,2.08664445881808,0.839056093899787,38.8285364453365,15.6160680576587,18.6079122041363
SEALIP/MY/HL28/8,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle,2.0877,0.83977,38.825,15.618,18.597
SEALIP/MY/HL28/9,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle,2.086800565138,0.838904114107916,38.8391462962586,15.6170377891183,18.6113847230354
SEALIP/MY/HL28/10,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,possible casting spillage,2.10702862005537,0.85860778777109,38.5420966197224,15.7025778259983,18.292143524504
SEALIP/MY/HL28/11,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,wire bundle,2.08765369369833,0.8400378073069,38.8142852822554,15.6178837288848,18.5925679170594
SEALIP/MY/HL28/12,Early Iron Age,500 - 100 BC,Halin, 95.799608,22.455975,cemetery,Sagaing Division,Myanmar,large bell/rattle,2.06199201077049,0.836226594526789,38.5315757663575,15.6272818414452,18.6865750929633
SEALIP/MY/HL29/2,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,pseudo spearhead,2.08777467753721,0.840634321812074,38.7762514312528,15.6157641247528,18.5725613668478
SEALIP/MY/HL29/3,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,pseudo spearhead,2.08777467753721,0.840634321812074,38.7762514312528,15.6157641247528,18.5725613668478
SEALIP/MY/HL29/4,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,axe,2.04226446827109,0.821655821742703,39.1956436208406,15.7708452800456,19.1921574182169
SEALIP/MY/HL29/5,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,axe,2.08416242564049,0.838830778565009,39.0098582399685,15.7037905844805,18.7175452536247
SEALIP/MY/HL29/6,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,asymmetric curved axe,2.09042490082528,0.849461798774041,38.4603231380506,15.6199824053904,18.3985097704829
SEALIP/MY/HL29/7,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,spearhead,2.05852566617349,0.833158122377842,38.7862458610355,15.6894322369727,18.8419458208137
SEALIP/MY/HL29/8,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,spearhead,2.1061224366912,0.860977514730067,38.0372181798727,15.5408681330963,18.0604857974828
SEALIP/MY/HL29-1/1,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,bangle,2.1081288684845,0.857395438410144,38.6448040317998,15.7182415405017,18.3308307872903
SEALIP/MY/HL29-1/2,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,bangle,2.10880372893928,0.857738197711047,38.6592536860677,15.7249141619961,18.3320731834963
SEALIP/MY/HL29-1/3,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,bangle,2.10829087902369,0.857394455495252,38.6714170216415,15.7271517117353,18.3425955391245
SEALIP/MY/HL29-1/4,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,bangle (double line),2.10858987140485,0.857859573072078,38.643899857851,15.7204415517614,18.3261540764652
SEALIP/MY/HL29-1/5,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,axe,2.09235908413585,0.847868407501117,38.6452833273117,15.6599859166643,18.4692035967896
SEALIP/MY/HL29-1/6,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,flat ring,2.05441853314621,0.827770135445132,39.0851825690189,15.7479674191218,19.0238365974763
SEALIP/MY/HL29-1/7,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,spiral square section ring,2.10424747835724,0.854970970139429,38.6695541066705,15.7119674353938,18.376188397151
SEALIP/MY/HL29-1/8,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,ring,2.10798256887409,0.85917493082299,38.7713868851383,15.7937132374993,18.3928323847187
SEALIP/MY/HL30-1/1,Mid Bronze Age,800-700 BC,Halin, 95.805538, 22.455223,cemetery,Sagaing Division,Myanmar,ring,2.11014867106021,0.858358862886493,38.6651578511079,15.7193273180401,18.3236092969565
SEALIP/MY/HLTP1/1,Bagan,AD 1000-1200,Halin, 95.801888, 22.444580,settlement,Sagaing Division,Myanmar,platy fragment,2.08866590804298,0.847344286265966,38.8400686258091,15.7481391920985,18.5958185406187
SEALIP/MY/HLTP1/2,Bagan,AD 1000-1200,Halin, 95.801888, 22.444580,settlement,Sagaing Division,Myanmar,ring fragment,2.10285014357617,0.857802820337369,38.6019556593477,15.737900059115,18.3571505493588
SEALIP/MY/MLW/1,Mid Iron Age,300 - 100 BC,Maliwan, 98.623468, 10.324234,,Thanintharyi Division,Myanmar,,2.11564511368755,0.852458771973682,38.9808270778297,15.7051468283723,18.4250755919688
SEALIP/MY/MLW/2,Mid Iron Age,300 - 100 BC,Maliwan, 98.623468, 10.324234,,Thanintharyi Division,Myanmar,,2.1635105020992,0.87591227807729,38.4716391890504,15.5758169386479,17.7835578094857
SEALIP/MY/MLW/3,Mid Iron Age,300 - 100 BC,Maliwan, 98.623468, 10.324234,,Thanintharyi Division,Myanmar,,2.10617184702101,0.859082790961282,38.6533473724537,15.7698223159032,18.3569666882713
SEALIP/MY/PDHT/1,Surface collection,,Pala Dauk Hter Taung (Copper Footprint Mountain),,,,,Myanmar,Cu mineral,2.09206976638391,0.847544989080534,38.5215116885904,15.6053868086134,18.4136624602609
SEALIP/MY/PDHT/2,Surface collection,,Pala Dauk Hter Taung (Copper Footprint Mountain),,,,,Myanmar,Cu mineral,2.08785123939696,0.850564898464207,38.3256132477276,15.6151255056383,18.3559271735409
SEALIP/MY/PDHT/3,Surface collection,,Pala Dauk Hter Taung (Copper Footprint Mountain),,,,,Myanmar,Cu mineral,2.03037286378566,0.829121467186027,38.1596039351411,15.5916179628153,18.7950168059057
SEALIP/MY/ST/1,Surface collection,,Sabad Taung (Jasmine Mountain),,,,,Myanmar,Cu mineral,1.43250705285198,0.57605135813214,40.4219879660913,16.2578641652469,28.2185504534497
SEALIP/MY/ST/2,Surface collection,,Sabad Taung (Jasmine Mountain),,,,,Myanmar,Cu mineral,1.95452138667322,0.734320886386101,42.2814966613512,15.8852232914012,21.6346224181601
SEALIP/MY/ST/3,Surface collection,,Sabad Taung (Jasmine Mountain),,,,,Myanmar,Cu mineral,1.97118495948819,0.749383576860827,41.7963189315997,15.8890317956773,21.2044726159509
SEALIP/TH/BKC/1,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.10284260250988,0.848352132967755,38.6988320380713,15.6140387291127,18.4034008224894
SEALIP/TH/BKC/2,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,matte,2.1076101742197,0.850539149261131,38.6884114979149,15.6158301975759,18.3567316986658
SEALIP/TH/BKC/3,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.10758334508349,0.850802770892843,38.6965354374316,15.6178776314497,18.3599724088031
SEALIP/TH/BKC/4,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09204841950342,0.847066651093464,38.5875920714259,15.6222549408402,18.4450134244583
SEALIP/TH/BKC/5,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09237495250258,0.846234290115219,38.65964645425,15.6353786237287,18.4770994406314
SEALIP/TH/BKC/6,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09167896268523,0.846425402789798,38.6201354423522,15.6279186980987,18.4639040336837
SEALIP/TH/BKC/7,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09130429900786,0.84719491857485,38.5449248571044,15.6156069185037,18.4316423692333
SEALIP/TH/BKC/8,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09124105449821,0.846940651220769,38.5624552718601,15.618758421832,18.4401905197346
SEALIP/TH/BKC/9,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09633453914424,0.845583188112789,38.8331244752208,15.6639042824667,18.5242143169664
SEALIP/TH/BKC/10,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09057905671098,0.846646190582824,38.5664068539024,15.6188724371081,18.4473903743017
SEALIP/TH/BKC/11,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,matte,2.10500169500711,0.850030406226057,38.6493397308777,15.6080755833133,18.3613407070308
SEALIP/TH/BKC/12,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.10498747108256,0.85013958255443,38.6538853609246,15.611500402914,18.3623459926783
SEALIP/TH/BKC/13,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09229108227733,0.847410568422009,38.5716740862394,15.6224583722856,18.4357568503556
SEALIP/TH/BKC/14,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.10261026934486,0.848517836097937,38.6918642986686,15.6153425478055,18.4025400780357
SEALIP/TH/BKC/15,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Pb ingot,2.11012463979626,0.862286733350019,38.6132102803542,15.7778594025432,18.299575213591
SEALIP/TH/BKC/16,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Pb ingot,2.10960104495291,0.862426024685007,38.5721290525625,15.7680597764878,18.2867100037053
SEALIP/TH/BKC/17,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Pb ingot,2.1092568511327,0.86230091472934,38.5719197967168,15.768174889562,18.28820207184
SEALIP/TH/BKC/18,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Pb ingot,2.10825918933582,0.862103537338573,38.5425028301854,15.7593922624925,18.2819886237861
SEALIP/TH/BKC/19,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.10767139238778,0.860251530085722,38.5379211488175,15.729093655928,18.284630090837
SEALIP/TH/BKC/20,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09942058598608,0.846692646240727,38.7413939034857,15.6264396310453,18.4538694507616
SEALIP/TH/BKC/21,Historic,,Bang Krachai II,,,Shipwerk,,Thailand,Cu ingot,2.09057905671098,0.846646190582824,38.5664068539024,15.6188724371081,18.4473903743017
SEALIP/TH/BPT/1,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,bangle,2.00716111571584,0.761708069082311,41.4573334827029,15.7238104950135,20.6539971782651
SEALIP/TH/BPT/2,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,bangle,2.11776012622508,0.857662848303349,38.7702425867217,15.6921978306848,18.3068243234551
SEALIP/TH/BPT/3,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,Udon Thani Province,Thailand,amorphous,2.10753971214046,0.852738008242224,38.8928204860655,15.7270179855411,18.454187024777
