,LABEL analytical,absolute period,Large period,Site,Site abrevation,Easting - Longitude,Northing-Latitude,Type of site/context,Region,River basin ,River basin coordinates-E,River basin coordinates-N,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
465,SEALIP/TH/NNT/5,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,nd,14.0097,0.0430,nd,nd,nd,0.1303,nd,0.0013,nd,2.6700,nd,nd,nd,nd,nd,80.8467,nd,nd,0.2733,nd,0.0703,nd,0.1803,nd,nd,nd,0.8647,0.8653,nd,pXRF,High,
466,SEALIP/TH/NNT/6,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,nd,23.3550,nd,nd,nd,nd,0.0170,0.0143,0.0127,nd,nd,nd,0.0360,nd,nd,nd,71.7107,nd,nd,0.6297,nd,nd,nd,nd,nd,0.1740,nd,1.4987,2.5497,nd,pXRF,Medium,
467,SEALIP/TH/NNT/7,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,0.7523,9.2597,nd,nd,nd,nd,0.0033,0.0040,0.0107,0.0480,3.9820,nd,0.2390,nd,nd,nd,81.8430,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.1193,3.6997,nd,pXRF,Medium,
468,SEALIP/TH/NNT/8,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,nd,9.1873,0.0623,nd,nd,nd,0.0053,nd,0.0057,nd,nd,nd,0.0100,nd,nd,nd,86.9963,0.0373,nd,0.1140,nd,nd,nd,nd,nd,0.0847,nd,0.8667,2.5983,nd,pXRF,Low,
469,SEALIP/TH/NNT/9,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,nd,8.1293,nd,nd,nd,nd,0.0427,0.0370,0.0310,nd,1.6393,nd,0.2563,nd,nd,nd,89.3513,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.5107,0.0007,pXRF,Low,
470,SEALIP/TH/NNT/10,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,0.0135,4.7790,0.0340,nd,nd,nd,0.0780,0.0020,0.0345,0.1715,1.7280,nd,1.1030,nd,nd,0.0265,64.4935,0.0390,nd,1.5065,0.0475,0.0590,0.1705,0.4630,1.4040,nd,nd,0.8530,22.9630,nd,pXRF,Low,
471,SEALIP/TH/NNT/11,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,0.0320,12.3563,nd,0.0040,nd,nd,nd,nd,nd,nd,1.1300,nd,0.0617,0.0083,nd,nd,85.8960,nd,nd,nd,nd,nd,nd,0.1390,nd,nd,nd,nd,0.3383,nd,pXRF,Low,
472,SEALIP/TH/NNT/12,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,nd,17.0640,nd,nd,nd,nd,0.0140,0.0083,0.0063,0.1173,0.5660,nd,0.8057,nd,nd,nd,81.4127,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
473,SEALIP/TH/NNT/13,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,nd,6.7760,nd,nd,nd,nd,0.0917,0.0757,0.0220,nd,1.4737,nd,nd,nd,nd,nd,90.4537,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1.0737,nd,0.0020,pXRF,High,
474,SEALIP/TH/NNT/14,1000-600 BC,Bronze Age,Non Nok Tha,NNT,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,nd,5.0310,nd,nd,nd,nd,0.0097,0.0030,nd,nd,nd,0.0233,0.0100,nd,nd,nd,83.1470,0.1177,nd,0.1677,nd,nd,nd,nd,nd,0.4677,nd,1.3423,9.6673,nd,pXRF,Medium,
475,SEALIP/TH/NPW/11,1300-1100 BC,Bronze Age,Non Pa Wai,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Axe,nd,nd,1.4400,nd,nd,0.0380,nd,nd,nd,nd,nd,0.0690,0.0070,nd,nd,nd,nd,98.0860,0.0510,0.0490,0.2600,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
476,SEALIP/TH/NUL/1,300-200 BC,Iron Age,Noen U Loke,NUL,102.256264, 15.260878,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,,nd,0.1973,34.7923,nd,nd,nd,nd,nd,nd,nd,nd,0.1730,nd,nd,nd,nd,nd,64.1667,nd,nd,nd,nd,nd,nd,0.2183,nd,nd,nd,nd,nd,nd,pXRF,High,
477,SEALIP/TH/PKTL/1,400 - 200 BC,Iron Age,Phu Khao Thong Langsuan,PKTL, 99.082367,  9.914160,cave burial,Chumpon Province,Maritime ,99.1944,10.5720,Thailand,Bowl,nd,nd,10.0043,0.0280,nd,nd,nd,nd,nd,nd,nd,0.0110,0.0170,0.0060,nd,nd,0.0690,89.7113,0.0160,nd,0.0393,nd,nd,nd,0.0827,nd,nd,nd,nd,nd,nd,pXRF,High,
478,SEALIP/TH/PKTL/2,400 - 200 BC,Iron Age,Phu Khao Thong Langsuan,PKTL, 99.082367,  9.914160,cave burial,Chumpon Province,Maritime ,99.1944,10.5720,Thailand,Bowl,nd,nd,25.4460,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0103,nd,nd,0.0710,74.0773,nd,nd,0.0760,nd,nd,nd,nd,nd,0.3143,nd,nd,nd,nd,pXRF,High,
479,SEALIP/TH/PKTL/3,400 - 200 BC,Iron Age,Phu Khao Thong Langsuan,PKTL, 99.082367,  9.914160,cave burial,Chumpon Province,Maritime ,99.1945,10.5721,Thailand,Lid,nd,nd,16.1017,nd,nd,nd,nd,nd,nd,nd,nd,3.2813,nd,nd,nd,nd,nd,74.8163,nd,nd,0.0410,nd,nd,nd,nd,nd,nd,nd,nd,5.5153,nd,pXRF,High,
480,SEALIP/TH/PL/9,1000 - 0 BC,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Drip,nd,0.0160,7.1000,nd,nd,0.0850,nd,nd,nd,nd,0.0600,19.7000,nd,nd,nd,nd,nd,72.8370,0.1680,0.0340,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
481,SEALIP/TH/PL/10,1000 - 0 BC,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Axe,nd,0.0210,10.3000,nd,nd,0.0540,nd,nd,nd,nd,nd,nd,0.0400,0.0690,nd,nd,nd,87.6180,0.0180,0.0240,1.7800,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
482,SEALIP/TH/PTT/1,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Ring,nd,nd,22.1730,nd,nd,nd,nd,nd,nd,0.0070,nd,0.8690,nd,0.0563,nd,nd,nd,72.0047,nd,nd,1.2867,nd,nd,nd,nd,nd,nd,nd,0.1410,3.4547,nd,pXRF,High,
483,SEALIP/TH/PTT/2,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Ring,nd,nd,13.6110,nd,nd,nd,nd,nd,nd,0.0197,nd,0.7557,nd,0.0413,nd,0.1090,0.5163,56.1227,nd,nd,6.0990,nd,nd,nd,nd,1.8315,nd,nd,0.3787,20.7767,nd,pXRF,High,
484,SEALIP/TH/PTT/3,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Ring,33.9000,nd,35.3833,nd,nd,nd,nd,nd,nd,nd,nd,2.7400,nd,0.0867,nd,nd,nd,27.4100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,SEM-EDS,High,
485,SEALIP/TH/PTT/4,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Ring,nd,nd,33.4410,nd,nd,nd,nd,nd,nd,nd,nd,1.0203,nd,nd,0.0343,nd,nd,63.9680,nd,nd,0.6497,nd,nd,nd,nd,nd,nd,nd,0.0425,0.8177,nd,pXRF,High,
486,SEALIP/TH/PTT/5,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Ring,nd,0.0283,18.4297,nd,nd,nd,nd,nd,nd,0.0053,nd,5.7173,nd,0.1657,nd,nd,nd,75.0450,0.0250,nd,0.3280,nd,0.0717,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
487,SEALIP/TH/PTT/6,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Ring,nd,nd,17.5783,nd,nd,nd,nd,nd,nd,0.0055,0.0355,4.9517,nd,0.1910,0.0645,nd,nd,75.6890,nd,nd,0.9307,nd,nd,nd,nd,nd,nd,nd,nd,0.4570,nd,pXRF,Low,
488,SEALIP/TH/PTT/7,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Strip,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,99.6330,nd,nd,nd,nd,nd,0.1170,nd,nd,nd,nd,nd,0.1440,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
489,SEALIP/TH/SCP/1,400 BC - AD 300,Iron Age,Sab Champa,SCP,101.240427,15.052521,,Nakhon Ratchasima Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Figurine,nd,nd,19.5003,0.0265,nd,nd,nd,nd,nd,0.0043,nd,3.2473,nd,nd,0.0337,nd,nd,72.5487,nd,nd,0.2367,nd,0.0420,nd,nd,1.0410,nd,nd,nd,3.8133,nd,pXRF,High,
490,SEALIP/TH/SCP/2,400 BC - AD 300,Iron Age,Sab Champa,SCP,101.240427,15.052521,,Nakhon Ratchasima Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Bangle,nd,nd,15.7317,nd,nd,nd,nd,0.0090,0.0080,0.0140,0.0340,3.6563,nd,0.1553,0.0443,nd,nd,73.2393,nd,nd,0.7323,nd,nd,nd,nd,nd,nd,nd,nd,6.0327,nd,pXRF,Low,
491,SEALIP/TH/SCP/3,400 BC - AD 300,Iron Age,Sab Champa,SCP,101.240427,15.052521,,Nakhon Ratchasima Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Axe,nd,nd,4.5840,nd,nd,nd,nd,nd,nd,nd,nd,0.0350,0.0140,0.0277,nd,nd,nd,95.1737,0.0190,nd,0.1557,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
492,SEALIP/TH/TC/1,400 - 100 BC,Iron Age,Tham Cheng,TC, 99.214215, 10.237223,,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Vessel,nd,nd,1.2000,nd,nd,0.0072,nd,nd,nd,nd,nd,0.0071,nd,0.0106,nd,nd,nd,86.0000,0.1701,0.0427,0.8543,nd,nd,0.0005,nd,0.0388,nd,nd,nd,0.2700,nd,,,
493,SEALIP/TH/TK/1,,Iron Age,Tha Kae,TK,100.619445, 14.843889,,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,,nd,0.4520,0.1677,nd,nd,nd,nd,nd,nd,nd,0.0207,0.1613,nd,0.2435,0.0420,nd,nd,98.0215,0.0415,nd,0.0305,nd,nd,nd,nd,nd,0.7310,nd,0.0960,2.5320,nd,pXRF,Low,
494,SEALIP/TH/TTT/1,400 - 100 BC,Iron Age,Tham Tha Thun,TTT, 98.957409, 10.348570,,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Vessel,nd,0.0119,5.3000,nd,nd,0.0256,nd,nd,nd,nd,0.0010,0.0491,nd,0.0419,nd,nd,nd,73.0000,0.0092,0.0015,0.0299,nd,nd,nd,0.0018,0.0597,nd,nd,nd,0.6300,nd,,,
495,SEALIP/VN/CT/1,100 BC – AD 100,Iron Age,Cam Thuy,CT,105.468319,20.210976,,Hanoi capital region,Red river basin ,104.5440,21.3602,Vietnam,Bowl,nd,0.4544,25.3472,nd,nd,0.1605,nd,nd,nd,nd,0.2987,23.3127,0.0177,1.6755,nd,nd,2.3984,45.7475,0.1144,0.0338,0.4391,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
496,SEALIP/VN/CT/2,100 BC – AD 100,Iron Age,Cam Thuy,CT,105.468319,20.210976,,Hanoi capital region,Red river basin ,104.5440,21.3602,Vietnam,Bowl,nd,0.0329,17.4588,nd,nd,0.0199,nd,nd,nd,nd,0.1230,2.6024,nd,nd,nd,nd,0.8816,78.8256,0.0501,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
497,SEALIP/VN/CT/3,100 BC – AD 100,Iron Age,Cam Thuy,CT,105.468319,20.210976,,Hanoi capital region,Red river basin ,104.5440,21.3602,Vietnam,Bowl,nd,0.1053,6.3786,nd,nd,0.1843,nd,nd,nd,nd,0.1468,12.9612,nd,1.5543,nd,nd,0.4128,78.1565,0.0957,0.0130,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
498,SEALIP/VN/CT/4,100 BC – AD 100,Iron Age,Cam Thuy,CT,105.468319,20.210976,,Hanoi capital region,Red river basin ,104.5440,21.3602,Vietnam,Bowl,nd,0.2765,11.1137,nd,nd,0.1326,nd,nd,nd,nd,0.1674,19.2736,nd,0.5134,nd,nd,0.3566,67.8523,0.1056,0.0177,0.1786,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
499,SEALIP/VN/CT/5,100 BC – AD 100,Iron Age,Cam Thuy,CT,105.468319,20.210976,,Hanoi capital region,Red river basin ,104.5440,21.3602,Vietnam,Bowl,nd,0.1272,11.4685,nd,nd,0.2479,nd,nd,nd,nd,0.3007,9.4325,nd,1.2738,nd,nd,0.3015,76.6780,0.0609,nd,0.1042,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
500,SEALIP/VN/DH/1,206 BC - AD 9,Iron Age,Doc Hong,DH,105.685539,21.135396,Western Han tomb near modern bronze casting village,Bac Ninh Province,Red river basin ,104.5440,21.3602,Vietnam,Vessel,nd,0.4670,36.7656,nd,nd,0.6696,nd,nd,nd,nd,0.9250,24.6325,nd,1.6860,nd,nd,nd,29.5825,0.2080,0.0110,5.0142,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
501,SEALIP/VN/DH/2,206 BC - AD 9,Iron Age,Doc Hong,DH,105.685539,21.135396,Western Han tomb near modern bronze casting village,Bac Ninh Province,Red river basin ,104.5440,21.3602,Vietnam,Vessel,nd,0.4839,23.1664,nd,nd,0.2108,nd,nd,nd,nd,0.2004,13.8476,nd1,0.8425,nd,nd,3.2048,52.8865,0.0439,nd,5.0995,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
502,SEALIP/VN/DH/3,206 BC - AD 9,Iron Age,Doc Hong,DH,105.685539,21.135396,Western Han tomb near modern bronze casting village,Bac Ninh Province,Red river basin ,104.5440,21.3602,Vietnam,Spoon,nd,0.8571,19.4514,nd,nd,0.4621,nd,nd,nd,nd,0.2310,28.0401,nd2,0.7949,nd,nd,nd,44.3461,0.0380,nd,5.7557,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
503,SEALIP/VN/DS/1,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.0593,1.7630,0.0113,0.0483,0.0000,nd,nd,nd,0.0137,nd,6.0083,nd,nd,nd,nd,nd,89.3563,0.0210,nd,0.0600,nd,nd,nd,nd,1.1393,nd,nd,nd,1.0203,nd,pXRF,Medium,
504,SEALIP/VN/DS/2,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.8977,8.0127,0.0163,nd,0.2357,nd,nd,nd,0.0170,nd,10.9877,nd,nd,nd,nd,nd,77.0720,nd,nd,0.1007,nd,nd,nd,nd,1.5920,nd,nd,nd,0.4070,nd,pXRF,Medium,
505,SEALIP/VN/DS/3,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,nd,7.6617,0.1307,0.1470,nd,nd,nd,nd,0.0293,nd,7.6413,nd,nd,nd,nd,nd,77.5837,nd,nd,0.3320,nd,nd,0.0377,0.0000,3.4527,nd,nd,0.4977,2.3020,nd,pXRF,Low,
506,SEALIP/VN/DS/4,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0193,nd,2.4570,nd,nd,nd,nd,nd,88.0517,nd,nd,0.5130,nd,nd,nd,nd,2.5393,nd,nd,2.2913,3.9400,nd,pXRF,Medium,
507,SEALIP/VN/DS/5,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.2777,14.5300,0.2293,0.2360,nd,nd,nd,nd,0.0283,nd,17.8123,nd,nd,nd,nd,nd,62.7033,nd,nd,0.1173,nd,nd,nd,nd,1.8280,nd,nd,0.4123,1.1067,nd,pXRF,High,
508,SEALIP/VN/DS/6,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,nd,0.1583,0.0257,0.0913,nd,nd,nd,nd,0.0197,nd,1.7267,nd,0.2737,nd,nd,nd,91.5867,0.0097,nd,0.1253,nd,nd,nd,nd,2.5510,nd,nd,0.3240,3.0180,nd,pXRF,Medium,
509,SEALIP/VN/DS/7,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.1107,17.2227,0.0747,0.0363,nd,nd,nd,nd,0.0207,nd,11.0963,nd,nd,nd,nd,nd,66.8373,0.0500,nd,0.3427,nd,nd,nd,nd,2.7123,nd,nd,nd,1.2403,nd,pXRF,Medium,
510,SEALIP/VN/DS/8,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.0940,6.4647,0.0217,0.0240,nd,nd,nd,nd,0.0137,nd,11.0340,nd,0.5757,nd,nd,nd,75.3980,0.0100,nd,0.2140,nd,nd,nd,nd,1.5713,nd,nd,0.8193,3.6320,nd,pXRF,High,
511,SEALIP/VN/DS/9,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.9217,2.5950,0.3950,0.3400,1.8360,nd,nd,nd,0.0413,nd,1.2393,nd,1.2340,nd,nd,0.1370,86.1427,nd,nd,0.1123,nd,0.3510,0.6103,1.5810,nd,nd,nd,0.1877,0.9527,nd,pXRF,High,
512,SEALIP/VN/DS/10,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.0227,15.3887,0.0327,nd,nd,nd,nd,nd,nd,nd,0.0777,nd,0.0387,nd,nd,nd,83.2970,nd,nd,0.4993,nd,nd,nd,0.1833,nd,0.0553,nd,0.0203,0.2447,nd,pXRF,Low,
513,SEALIP/VN/DS/11,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.0720,3.1383,nd,nd,nd,nd,nd,nd,nd,nd,1.7460,nd,0.1823,nd,nd,nd,94.3913,0.0310,nd,0.0723,nd,nd,nd,nd,nd,nd,nd,nd,0.3013,nd,pXRF,Medium,
514,SEALIP/VN/DS/12,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.0513,0.1973,nd,0.0333,nd,nd,nd,nd,0.0057,nd,1.2953,nd,0.2253,nd,nd,nd,97.5933,0.0403,nd,0.0000,nd,nd,nd,nd,nd,nd,nd,0.0950,0.4027,nd,pXRF,Low,
515,SEALIP/VN/DS/13,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.1340,0.1540,0.0413,nd,nd,nd,nd,nd,0.0080,nd,0.6910,nd,0.6297,nd,nd,nd,97.2787,0.0667,nd,0.0563,nd,0.0107,0.0637,0.0623,nd,nd,nd,0.0320,0.6603,nd,pXRF,Low,
516,SEALIP/VN/DS/14,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.0663,9.9317,nd,nd,nd,nd,nd,nd,0.0083,nd,13.4700,nd,nd,nd,nd,nd,75.9440,0.0080,nd,nd,nd,nd,nd,0.1133,nd,nd,nd,nd,nd,nd,pXRF,Medium,
517,SEALIP/VN/DS/15,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,nd,0.0187,nd,0.0093,nd,nd,nd,nd,0.0050,nd,2.0117,nd,0.1327,nd,nd,nd,97.1387,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.6220,nd,pXRF,Low,
518,SEALIP/VN/DS/16,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.1690,0.1067,0.1370,0.1877,nd,nd,nd,nd,0.0207,nd,0.9897,nd,0.0230,nd,nd,nd,93.4800,nd,nd,0.0103,nd,nd,nd,0.0297,1.7457,nd,nd,0.1163,1.7303,nd,pXRF,Medium,
519,SEALIP/VN/DS/17,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.1640,19.6553,0.0100,nd,nd,nd,nd,nd,0.0090,nd,14.4723,nd,nd,nd,nd,nd,65.0200,0.0440,nd,0.1763,nd,nd,nd,0.1967,0.0000,nd,nd,nd,nd,nd,pXRF,Low,
520,SEALIP/VN/DS/18,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.0227,18.8173,0.0763,nd,nd,nd,nd,nd,0.0110,nd,2.6623,nd,nd,nd,nd,nd,73.9500,nd,nd,0.6397,nd,nd,nd,nd,0.6617,nd,nd,0.1917,2.4100,nd,pXRF,Medium,
521,SEALIP/VN/DS/19,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Situla,nd,0.1123,1.3030,0.0200,0.0400,nd,nd,nd,nd,0.0073,nd,2.5230,nd,0.1097,nd,nd,nd,90.7517,nd,nd,0.0067,nd,0.0140,0.0170,0.0400,nd,nd,nd,0.1317,4.5677,nd,pXRF,High,
522,SEALIP/VN/DS/20,500 - 100 BC,Iron Age,Đông Sơn,DS,105.620726, 20.921841,probably cemetery,Than Hoa Province,Red river basin ,104.5440,21.3602,Vietnam,Drum,nd,0.0517,16.3707,0.0780,nd,nd,nd,nd,nd,0.0000,nd,0.0827,nd,0.0823,nd,nd,nd,82.2303,0.0250,nd,0.2120,nd,nd,nd,0.0883,nd,0.2350,nd,0.1553,0.3387,nd,pXRF,Low,
523,SEALIP/VN/DT/1,c. 2000 BP,Iron Age,Đào Thịnh,DT,104.787222, 21.798611,cemetery,Tuyen Quang Province,Red river basin ,104.5440,21.3602,Vietnam,Adze,nd,0.1941,13.6573,nd,nd,0.0115,nd,nd,nd,nd,0.0355,3.3659,nd,nd,nd,nd,3.4527,79.1246,0.0544,nd,0.0774,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
524,SEALIP/VN/DT/2,c. 2000 BP,Iron Age,Đào Thịnh,DT,104.787222, 21.798611,cemetery,Tuyen Quang Province,Red river basin ,104.5440,21.3602,Vietnam,Blade,nd,0.1143,9.0278,nd,nd,0.0434,nd,nd,nd,nd,0.0101,0.3109,nd,0.0792,nd,nd,3.0114,87.0642,0.0470,nd,0.2811,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
525,SEALIP/VN/DT/3,c. 2000 BP,Iron Age,Đào Thịnh,DT,104.787222, 21.798611,cemetery,Tuyen Quang Province,Red river basin ,104.5440,21.3602,Vietnam,Adze,nd,0.1565,13.4134,nd,nd,0.0130,nd,nd,nd,nd,nd,1.7451,nd,0.0447,nd,nd,5.4693,78.9702,0.0682,nd,0.0875,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
526,SEALIP/VN/DT/4,c. 2000 BP,Iron Age,Đào Thịnh,DT,104.787222, 21.798611,cemetery,Tuyen Quang Province,Red river basin ,104.5440,21.3602,Vietnam,Adze,nd,0.0923,12.9240,nd,nd,0.0117,nd,nd,nd,nd,0.0276,0.0150,nd,0.1381,nd,nd,1.7609,84.9870,0.0268,0.0111,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
