LABEL analytical,Absolute period,Large period,Site,Site abreviation,Easting - Longitude,Northing-Latitude,Type of site/context,Region,River basin,Country,Artefact type,208Pb/206Pb,207Pb/206Pb,208Pb/204Pb,207Pb/204Pb,206Pb/204Pb,Corrosion products,Alloy
SEALIP/TH/NPW/11,1300-1000 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Axe,"2,1064","0,86261","38,101","15,603","18,088",Low,Copper
SEALIP/TH/PL/1,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Ore,"2,0056","0,8067","38,923","15,656","19,407",Ore,
SEALIP/TH/PL/2,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Ore,"1,9534","0,7877","38,916","15,693","19,922",Ore,
SEALIP/TH/PL/3,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Ore,"1,9898","0,80853","38,483","15,637","19,34",Ore,
SEALIP/TH/PL/4,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Ore,"1,8949","0,77549","38,309","15,678","20,217",Ore,
SEALIP/TH/PL/5,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Ore,"2,0917","0,85557","38,186","15,619","18,256",Ore,
SEALIP/TH/PL/6,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Ore,"1,9955","0,80163","38,984","15,661","19,536",Ore,
SEALIP/TH/PL/7,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Ore,"2,0834","0,84786","38,291","15,583","18,379",Ore,
SEALIP/TH/PL/8,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Slag,"1,9526","0,79256","38,587","15,663","19,762",Slag,
SEALIP/TH/PL/9,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Drip,"2,0826","0,83043","39,53","15,762","18,981",Low,Leaded bronze
SEALIP/TH/PL/10,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Axe,"2,0711","0,84066","38,46","15,611","18,57",Low,Bronze
SEALIP/TH/PL/11,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Slag,"2,0338","0,82485","38,553","15,636","18,956",Slag,
SEALIP/TH/PL/12,1st mill BCE,Bronze Age/Iron Age,Phu Lon,PL,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Chi/Mun river basin,Thailand,Slag,"2,1083","0,85778","38,616","15,711","18,316",Slag,
SEALIP/TH/TC/1,400 - 100 BC,Iron Age,Tham Cheng,TC,99.214215,10.237223,,Chumpon Province,Maritime,Thailand,Vessel,"2,15194","0,90581","36,81658","15,49713","17,10859",,Bronze
SEALIP/TH/TTT/1,400 - 100 BC,Iron Age,Tham Tha Thun,TTT,98.957409,10.348570,,Chumpon Province,Maritime,Thailand,Vessel,"2,09532","0,85939","37,92037","15,55290","18,09766",,Bronze
SEALIP/TH/NBJ/1,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,115992129","0,8551270699","38,86659083","15,70693832","18,36939882",High,Bronze
SEALIP/TH/NBJ/2,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,115181138","0,8561146681","38,83358058","15,71643749","18,35945925",High,Bronze
SEALIP/TH/NBJ/3,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,114028256","0,8550236276","38,84160555","15,70772616","18,37521267",Low,Bronze
SEALIP/TH/NBJ/4,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,110539185","0,8613241934","38,62299938","15,76240573","18,30052227",High,Bronze
SEALIP/TH/NBJ/5,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,110078492","0,8611581489","38,61836347","15,75975189","18,3032861",High,Bronze
SEALIP/TH/NBJ/6,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,110823601","0,8607656223","38,64044046","15,75601788","18,30708204",High,Bronze
SEALIP/TH/NBJ/7,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,111708648","0,8584939696","38,71030667","15,73578603","18,33228177",High,Bronze
SEALIP/TH/NBJ/8,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,110506133","0,8583082229","38,72160536","15,74480833","18,34717507",High,Bronze
SEALIP/TH/NBJ/9,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,110033934","0,858583597","38,709177","15,7492499","18,34607538",High,Bronze
SEALIP/TH/NBJ/10,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,120766094","0,8560977336","38,86251652","15,68643117","18,32577471",High,Leaded bronze
SEALIP/TH/NBJ/11,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,11083075","0,8632390335","38,55752938","15,76476376","18,26656613",High,Bronze
SEALIP/TH/NBJ/12,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,112271549","0,854882754","38,84493974","15,71752394","18,39019707",Low,Leaded bronze
SEALIP/TH/NBJ/13,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,112299372","0,8548698984","38,85076986","15,71970405","18,3920641",Low,Leaded bronze
SEALIP/TH/NBJ/14,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,11290958","0,8561847337","38,81329166","15,72500219","18,36987791",High,Bronze
SEALIP/TH/NBJ/15,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,114944073","0,8559656807","38,83983463","15,71798238","18,36507627",High,Bronze
SEALIP/TH/NBJ/16,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,113500767","0,8561147107","38,82912828","15,72654916","18,37288864",High,Bronze
SEALIP/TH/NBJ/17,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,113321719","0,8562190467","38,82790558","15,72891952","18,37331889",High,Bronze
SEALIP/TH/NBJ/18,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,113271078","0,8561435935","38,82016677","15,72404267","18,36982683",High,Bronze
SEALIP/TH/NBJ/19,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,113769188","0,8562908908","38,83234978","15,72785346","18,37090647",High,Bronze
SEALIP/TH/NBJ/20,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,16746518","0,8924935836","38,85285286","15,7180081","18,37361834",High,Bronze
SEALIP/TH/NBJ/21,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,167549672","0,9035313301","38,85302913","15,71969502","18,37362835",High,Bronze
SEALIP/TH/NBJ/22,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,167522783","0,9016098095","38,64169143","15,76239656","18,31141536",High,Bronze
SEALIP/TH/NBJ/23,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,167463503","0,9024233867","38,62615055","15,75761012","18,30713712",high,Bronze
SEALIP/TH/NBJ/24,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,167078834","0,9027053471","38,63532465","15,75100962","18,30707908",High,Bronze
SEALIP/TH/NBJ/25,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,166984279","0,8912588432","38,65199126","15,74659961","18,30407881",High,Bronze
SEALIP/TH/NBJ/26,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,167392377","0,9025113728","38,65996851","15,75413517","18,3143856",High,Bronze
SEALIP/TH/NBJ/28,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,167381317","0,9054166757","38,90710121","15,71224555","18,37610823",High,Bronze
SEALIP/TH/NBJ/29,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,167366432","0,9005125144","38,84514802","15,71630717","18,41874743",High,Bronze
SEALIP/TH/NBJ/30,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,167611468","0,9038877577","38,72649572","15,7377936","18,33060785",High,Bronze
SEALIP/TH/NBJ/31,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,106995796","0,8518241846","38,87888396","15,71931234","18,45337595",High,Bronze
SEALIP/TH/NBJ/32,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,110847138","0,858808665","38,69460704","15,7406161","18,3320141",High,Bronze
SEALIP/TH/NBJ/33,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,110241939","0,8574693148","38,73160761","15,73604608","18,35538213",High,Bronze
SEALIP/TH/NBJ/34,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,105983828","0,8501343041","38,91349958","15,70564031","18,47841298",High,Bronze
SEALIP/TH/NBJ/35,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,116717646","0,8578840249","38,77395385","15,71812025","18,31842534",High,Bronze
SEALIP/TH/NBJ/36,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,10996858","0,8581915752","38,69887864","15,74418853","18,3408873",High,Bronze
SEALIP/TH/NBJ/37,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,11008385","0,8635786892","38,48800106","15,7454254","18,24034995",Medium,Silver
SEALIP/TH/NBJ/38,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bell,"2,110650001","0,8616586281","38,58231478","15,7495369","18,2792615",High,Leaded bronze
SEALIP/TH/NBJ/39,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bell,"2,117521342","0,8553168801","38,8796252","15,70095423","18,36110907",High,?
SEALIP/TH/NBJ/40,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,121792578","0,8557048688","38,89179717","15,67889822","18,3296093",Medium,Leaded bronze
SEALIP/TH/NBJ/41,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,128830937","0,8585216905","38,79110799","15,6543276","18,22245748",Medium,Leaded bronze
SEALIP/TH/NBJ/42,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,128721668","0,858423754","38,79073256","15,65397031","18,22276564",Medium,Leaded bronze
SEALIP/TH/NBJ/43,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Anklet,"2,117053651","0,8538421687","38,90938609","15,70426905","18,37901309",High,Bronze
SEALIP/TH/NBJ/44,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Anklet,"2,11813603","0,853787947","38,90415516","15,69290584","18,36767325",High,Bronze
SEALIP/TH/NBJ/45,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Anklet,"2,119171579","0,8542552066","38,90626756","15,69360741","18,35942701",High,Bronze
SEALIP/TH/NBJ/46,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,111663366","0,8573504986","38,75949265","15,73415625","18,35533908",High,Bronze
SEALIP/TH/NBJ/47,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,11694116","0,8547013722","38,89306437","15,70061853","18,37264829",Medium,Leaded bronze
SEALIP/TH/NBJ/48,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,116867311","0,8528523863","38,96551839","15,69818645","18,40751385",Medium,Leaded bronze
SEALIP/TH/NBJ/49,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,115426957","0,8534228456","38,93061844","15,70401744","18,40336965",High,Leaded bronze
SEALIP/TH/NBJ/50,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,116098102","0,8583944988","38,70996654","15,70463197","18,29329905",Low,Copper-Ag
SEALIP/TH/NBJ/51,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,119760666","0,8547328205","38,90179848","15,68732614","18,35176031",Low,Leaded bronze
SEALIP/TH/NBJ/53,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,115678733","0,8540443405","38,90647915","15,7060818","18,39025104",Low,Leaded bronze
SEALIP/TH/NBJ/54,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,117436387","0,8534922153","38,94042674","15,69780541","18,39064529",Low,Leaded bronze
SEALIP/TH/NBJ/55,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Earring,"2,112396135","0,8516518284","38,97598733","15,71368355","18,45186481",Low,Leaded bronze
SEALIP/TH/NBJ/56,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Belt,"2,115710871","0,8555180178","38,86443809","15,7066486","18,36995917",High,Bronze
SEALIP/TH/NBJ/57,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Belt,"2,116207117","0,8552545364","38,87588104","15,70254051","18,37079462",High,Bronze
SEALIP/TH/NBJ/58,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,115872184","0,8535972746","38,9164465","15,6915586","18,39334886",Low,Leaded bronze
SEALIP/TH/NBJ/59,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,118540441","0,8539097911","38,93565993","15,68440071","18,37860286",Low,Leaded bronze
SEALIP/TH/NBJ/60,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,11726115","0,8556982035","38,84904833","15,69221378","18,34930896",High,Leaded bronze
SEALIP/TH/NBJ/61,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,110578634","0,8612763221","38,58567236","15,73728658","18,28302977",Low,Silver
SEALIP/TH/NBJ/62,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Earring,"2,111034659","0,8509839776","38,98921512","15,70809929","18,46948137",Medium,Copper-Ag
SEALIP/TH/NBJ/63,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,107734506","0,8529330877","38,84266536","15,7093957","18,42883169",High,Bronze
SEALIP/TH/NBJ/64,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,11479344","0,8537941517","38,90601295","15,69835118","18,39752946",Low,Leaded bronze
SEALIP/TH/NBJ/65,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,115909535","0,854492954","38,8857108","15,69442693","18,37763887",Low,Copper-Ag
SEALIP/TH/NBJ/66,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,114263836","0,854539687","38,88051375","15,70553755","18,38926908",Medium,Leaded bronze
SEALIP/TH/NBJ/67,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,118101385","0,8538468258","38,92993135","15,6847391","18,38038463",Medium,Leaded bronze
SEALIP/TH/NBJ/68,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,118399298","0,8542003587","38,92497477","15,68648873","18,37448401",Medium,Leaded bronze
SEALIP/TH/NBJ/69,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,11879268","0,8551788211","38,8837861","15,68520727","18,351644",Medium,Leaded bronze
SEALIP/TH/NBJ/70,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,117822985","0,8541653675","38,91138273","15,68517826","18,37315919",Medium,Leaded bronze
SEALIP/TH/NBJ/71,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,114837849","0,8533012813","38,94114213","15,70310594","18,41308461",Medium,Leaded bronze
SEALIP/TH/NBJ/72,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,11529","0,85492","38,844","15,701","18,364",Low,Copper-Ag
SEALIP/TH/NBJ/73,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,12349","0,85655","38,872","15,681","18,307",Medium,Leaded bronze
SEALIP/TH/NBJ/74,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,12344","0,85667","38,866","15,678","18,303",Low,Leaded bronze
SEALIP/TH/NBJ/75,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,114003351","0,8547488931","38,85951107","15,70287686","18,38188194",Low,Bronze
SEALIP/TH/NBJ/76,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Spiral,"2,113348281","0,8576808687","38,77177894","15,72604902","18,34598145",High,Bronze
SEALIP/TH/NBJ/77,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Spiral,"2,112424118","0,8552341813","38,84818608","15,71884348","18,3901699",High,Bronze
SEALIP/TH/NBJ/78,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Belt,"2,113070882","0,8527343165","38,88872374","15,68472346","18,40389011",High,Bronze
SEALIP/TH/NBJ/79,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,116631383","0,8552047712","38,87573651","15,69777225","18,36575982",High,Bronze
SEALIP/TH/NBJ/80,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,117438264","0,8553922632","38,87385297","15,69469511","18,35836629",High,Bronze
SEALIP/TH/NBJ/81,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275,15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Ring,"2,116840534","0,8552577287","38,87276249","15,69613964","18,36319725",High,Bronze
SEALIP/TH/KSO/1,200 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Wire,"2,081473681","0,8456998973","38,45134233","15,62432818","18,47230367",Medium,Bronze
SEALIP/TH/KSO/2,201 BC - AD 300,Iron Age,Khao Sai On,KSO,100.729883,14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Hook,"2,099066511","0,8513853455","38,5108213","15,62217754","18,34681074",Medium,Bronze
SEALIP/TH/TK/1,,Iron Age,Tha Kae,TK,100.619445,14.843889,,Lopburi Province,Chao Phraya river basin,Thailand,Fragment,"2,112062506","0,8565864542","38,77223494","15,72485627","18,35721216",Low,Copper
SEALIP/TH/PKTL/1,400 - 200 BC,Iron Age,Phu Khao Thong Langsuan,PKTL,99.082367,9.914160,cave burial,Chumpon Province,Maritime,Thailand,Bowl,"2,064414027","0,8297873148","39,27799248","15,78669987","19,02568793",High,Bronze
SEALIP/TH/PKTL/2,400 - 200 BC,Iron Age,Phu Khao Thong Langsuan,PKTL,99.082367,9.914160,cave burial,Chumpon Province,Maritime,Thailand,Bowl,"2,018607524","0,8056431427","39,55756399","15,78567917","19,59628052",High,Bronze
SEALIP/TH/PKTL/3,400 - 200 BC,Iron Age,Phu Khao Thong Langsuan,PKTL,99.082367,9.914160,cave burial,Chumpon Province,Maritime,Thailand,Lid,"2,107914835","0,8623624343","38,53039764","15,75955718","18,27811716",High,Leaded bronze
SEALIP/TH/SCP/1,400 BC - AD 300,Iron Age,Sab Champa,SCP,101.240427,15.052521,,Nakhon Ratchasima Province,Chao Phraya river basin,Thailand,Figurine,"2,109693904","0,8627892453","38,52298762","15,75291289","18,25973134",High,Leaded bronze
SEALIP/TH/SCP/2,400 BC - AD 300,Iron Age,Sab Champa,SCP,101.240427,15.052521,,Nakhon Ratchasima Province,Chao Phraya river basin,Thailand,Bangle,"2,115659744","0,8528860213","38,9541111","15,70242934","18,41191234",Low,Leaded bronze
SEALIP/TH/SCP/3,400 BC - AD 300,Iron Age,Sab Champa,SCP,101.240427,15.052521,,Nakhon Ratchasima Province,Chao Phraya river basin,Thailand,Axe,"2,107905423","0,8609321823","38,25947494","15,62567134","18,14966835",Low,Bronze
SEALIP/TH/PTT/1,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,Thailand,Ring,"2,116007074","0,8528638407","38,96485973","15,70338698","18,41362787",High,Bronze
SEALIP/TH/PTT/2,400 - 100 BC,Iron Age,Prommatin Tai,PTT,100.618757,14.992706,Burial,Lopburi Province,Chao Phraya river basin,Thailand,Ring,"2,116074118","0,8529066232","38,96334524","15,70276957","18,41266257",High,Bronze
